Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
2025-01-01T00:00,0.709,1.038,4.487,6.667,105.99,26.740
2025-01-01T00:30,0.744,1.231,4.676,6.897,114.96,26.650
2025-01-01T01:00,0.712,1.258,4.509,5.556,108.63,26.650
2025-01-01T01:30,0.731,1.561,4.939,5.128,96.41,26.550
2025-01-01T02:00,0.723,1.092,4.761,5.882,106.08,25.890
2025-01-01T02:30,0.748,1.304,5.217,6.250,102.74,25.840
2025-01-01T03:00,0.762,1.348,4.711,6.452,108.36,25.940
2025-01-01T03:30,0.759,1.397,4.708,5.714,103.35,25.890
2025-01-01T04:00,0.726,1.197,4.845,5.882,114.78,26.170
2025-01-01T04:30,0.747,1.127,4.666,6.061,110.39,26.270
2025-01-01T05:00,0.734,1.591,4.605,6.250,103.53,26.320
2025-01-01T05:30,0.700,1.342,4.617,6.061,108.19,26.270
2025-01-01T06:00,0.762,1.277,4.806,6.061,108.45,26.320
2025-01-01T06:30,0.779,1.304,4.736,6.061,111.26,26.650
2025-01-01T07:00,0.822,1.332,4.860,5.882,110.21,26.650
2025-01-01T07:30,0.846,1.409,4.968,5.714,114.52,26.700
2025-01-01T08:00,0.796,1.518,4.745,5.714,125.24,26.650
2025-01-01T08:30,0.861,1.839,4.889,6.667,110.91,26.650
2025-01-01T09:00,0.839,1.552,4.691,5.882,113.99,26.700
2025-01-01T09:30,0.868,1.389,4.806,6.250,112.50,26.700
2025-01-01T10:00,0.909,1.424,4.851,6.061,113.20,26.740
2025-01-01T10:30,0.890,1.764,4.592,6.250,111.35,26.740
2025-01-01T11:00,0.923,1.744,4.669,6.250,111.97,26.790
2025-01-01T11:30,1.000,1.761,4.781,6.061,114.52,26.790
2025-01-01T12:00,0.975,1.702,4.856,6.452,111.62,26.840
2025-01-01T12:30,0.975,1.740,4.650,6.452,108.28,26.890
2025-01-01T13:00,1.085,1.832,4.541,6.452,112.06,26.890
2025-01-01T13:30,1.107,1.919,4.387,6.061,114.43,26.930
2025-01-01T14:00,1.137,1.891,4.525,6.452,105.11,27.030
2025-01-01T14:30,1.153,1.808,4.587,6.897,116.01,26.980
2025-01-01T15:00,1.307,2.453,4.618,6.667,113.90,26.980
2025-01-01T15:30,1.344,2.183,4.809,6.250,116.10,27.170
2025-01-01T16:00,1.349,2.280,4.668,6.897,109.42,26.890
2025-01-01T16:30,1.272,2.526,4.651,6.452,110.39,26.890
2025-01-01T17:00,1.313,2.513,4.827,6.667,109.51,27.080
2025-01-01T17:30,1.334,2.216,4.790,6.667,102.03,27.030
2025-01-01T18:00,1.363,2.335,4.743,6.667,98.08,27.030
2025-01-01T18:30,1.329,2.721,4.500,6.667,108.71,26.930
2025-01-01T19:00,1.326,2.642,4.623,6.897,102.65,26.890
2025-01-01T19:30,1.296,2.224,4.515,6.452,104.14,26.890
2025-01-01T20:00,1.288,2.064,4.662,6.667,105.02,26.840
2025-01-01T20:30,1.278,2.405,4.731,7.143,97.64,26.790
2025-01-01T21:00,1.206,1.767,4.757,6.897,102.82,26.740
2025-01-01T21:30,1.213,1.900,4.696,6.897,104.14,26.740
2025-01-01T22:00,1.233,2.094,4.672,6.897,98.34,26.740
2025-01-01T22:30,1.122,2.111,4.451,6.897,106.87,26.740
2025-01-01T23:00,1.157,1.744,4.480,6.667,97.02,26.740
2025-01-01T23:30,1.214,1.976,4.559,6.667,104.14,26.740
2025-01-02T00:00,1.270,2.251,4.683,6.667,98.52,26.740
2025-01-02T00:30,1.230,2.195,4.645,7.143,94.21,26.740
2025-01-02T01:00,1.328,2.246,4.887,6.897,100.89,26.700
2025-01-02T01:30,1.414,2.416,4.901,7.143,90.17,26.510
2025-01-02T02:00,1.310,2.060,4.852,7.143,87.09,26.460
2025-01-02T02:30,1.257,2.139,4.939,6.667,90.43,26.460
2025-01-02T03:00,1.230,2.260,5.132,7.407,83.48,26.320
2025-01-02T03:30,1.266,1.940,5.232,6.897,93.77,26.410
2025-01-02T04:00,1.276,1.983,5.252,7.143,97.55,26.460
2025-01-02T04:30,1.319,2.074,5.245,6.452,91.66,26.460
2025-01-02T05:00,1.346,2.427,5.008,6.897,102.82,26.320
2025-01-02T05:30,1.455,2.716,5.360,6.667,93.42,26.030
2025-01-02T06:00,1.345,2.302,5.239,6.897,94.21,26.220
2025-01-02T06:30,1.418,2.629,4.935,6.897,94.82,26.220
2025-01-02T07:00,1.328,2.273,4.734,7.143,74.43,26.360
2025-01-02T07:30,1.388,2.297,5.039,7.407,79.00,26.220
2025-01-02T08:00,1.389,2.223,4.888,6.061,95.09,26.030
2025-01-02T08:30,1.304,2.018,4.997,6.250,90.87,26.320
2025-01-02T09:00,1.310,2.220,5.064,6.667,92.10,26.360
2025-01-02T09:30,1.305,2.556,4.924,6.452,95.79,26.410
2025-01-02T10:00,1.309,2.544,4.866,5.882,88.58,26.360
2025-01-02T10:30,1.244,2.400,4.672,6.452,101.24,26.360
2025-01-02T11:00,1.339,2.322,5.023,7.692,73.46,26.360
2025-01-02T11:30,1.292,2.511,4.874,8.000,95.62,26.360
2025-01-02T12:00,1.396,2.456,4.931,7.143,94.56,26.360
2025-01-02T12:30,1.285,2.043,4.816,6.897,82.87,26.360
2025-01-02T13:00,1.346,2.524,4.907,8.000,79.97,26.360
2025-01-02T13:30,1.306,1.981,4.828,7.407,82.87,26.360
2025-01-02T14:00,1.341,2.967,4.866,7.692,85.51,26.270
2025-01-02T14:30,1.351,2.520,4.825,6.667,93.86,26.320
2025-01-02T15:00,1.301,2.062,4.766,7.407,89.02,26.320
2025-01-02T15:30,1.405,2.441,4.836,6.250,100.54,26.320
2025-01-02T16:00,1.446,2.216,4.926,7.143,82.69,26.320
2025-01-02T16:30,1.407,2.397,4.899,6.061,104.50,26.270
2025-01-02T17:00,1.412,2.503,4.764,6.667,100.54,26.270
2025-01-02T17:30,1.325,2.147,4.663,6.061,102.82,26.270
2025-01-02T18:00,1.297,2.519,4.564,5.263,103.26,26.220
2025-01-02T18:30,1.334,2.173,4.611,5.556,114.43,26.270
2025-01-02T19:00,1.320,2.139,4.600,6.061,94.39,26.270
2025-01-02T19:30,1.267,2.439,4.465,6.061,102.47,26.220
2025-01-02T20:00,1.318,2.266,4.669,5.882,104.32,26.220
2025-01-02T20:30,1.288,2.110,4.667,5.714,103.97,26.170
2025-01-02T21:00,1.320,2.137,4.767,5.882,96.06,26.130
2025-01-02T21:30,1.245,2.281,4.479,6.061,109.51,26.130
2025-01-02T22:00,1.349,2.234,4.723,6.250,104.76,26.130
2025-01-02T22:30,1.252,2.069,4.450,6.250,90.17,26.130
2025-01-02T23:00,1.303,2.242,4.594,6.250,104.85,26.130
2025-01-02T23:30,1.355,2.124,4.733,6.452,99.66,26.080
2025-01-03T00:00,1.310,2.663,4.553,6.250,107.40,26.080
2025-01-03T00:30,1.414,2.555,4.905,6.250,99.75,26.030
2025-01-03T01:00,1.395,2.322,4.692,6.452,94.47,25.990
2025-01-03T01:30,1.310,2.614,4.552,6.250,95.00,25.990
2025-01-03T02:00,1.359,2.255,4.705,6.061,92.01,25.990
2025-01-03T02:30,1.360,1.975,4.959,6.452,103.88,25.990
2025-01-03T03:00,1.286,2.464,4.689,7.143,83.48,25.940
2025-01-03T03:30,1.306,2.262,4.947,6.897,79.44,25.890
2025-01-03T04:00,1.385,2.597,4.884,7.143,78.12,25.890
2025-01-03T04:30,1.532,2.712,5.170,7.143,75.48,25.660
2025-01-03T05:00,1.433,2.099,5.163,6.667,81.64,25.610
2025-01-03T05:30,1.460,2.892,5.114,6.667,77.59,25.560
2025-01-03T06:00,1.484,2.887,5.103,6.061,87.18,25.610
2025-01-03T06:30,1.455,2.476,5.157,7.143,81.11,25.660
2025-01-03T07:00,1.386,2.266,4.797,6.452,85.77,25.800
2025-01-03T07:30,1.480,2.457,5.124,6.061,73.99,25.840
2025-01-03T08:00,1.451,2.466,4.932,6.897,77.07,25.890
2025-01-03T08:30,1.476,2.514,5.152,7.407,84.10,25.940
2025-01-03T09:00,1.435,2.551,5.007,6.897,80.06,25.890
2025-01-03T09:30,1.414,2.300,4.761,7.143,81.37,25.840
2025-01-03T10:00,1.514,3.128,4.787,7.143,82.69,25.890
2025-01-03T10:30,1.419,2.281,4.928,6.897,89.64,25.840
2025-01-03T11:00,1.396,2.917,4.910,6.667,95.70,26.030
2025-01-03T11:30,1.425,2.196,4.848,6.667,91.40,26.030
2025-01-03T12:00,1.434,2.368,4.991,5.556,90.34,26.030
2025-01-03T12:30,1.444,2.429,5.146,7.143,92.10,26.030
2025-01-03T13:00,1.396,2.215,4.950,6.897,83.13,26.080
2025-01-03T13:30,1.498,2.386,5.150,6.061,92.63,26.080
2025-01-03T14:00,1.450,3.022,5.122,6.667,98.96,26.130
2025-01-03T14:30,1.520,2.381,5.419,8.000,85.86,26.130
2025-01-03T15:00,1.604,2.972,5.101,7.143,97.81,25.990
2025-01-03T15:30,1.693,2.998,5.152,8.000,101.07,25.990
2025-01-03T16:00,1.611,2.825,5.046,5.882,97.64,25.990
2025-01-03T16:30,1.572,2.464,5.101,6.897,89.90,26.080
2025-01-03T17:00,1.722,3.682,5.181,6.250,90.43,26.130
2025-01-03T17:30,1.615,3.012,5.251,7.143,88.14,26.080
2025-01-03T18:00,1.645,2.709,5.107,5.882,89.64,26.130
2025-01-03T18:30,1.621,2.698,5.100,7.407,89.99,26.080
2025-01-03T19:00,1.638,2.578,5.044,6.250,89.02,26.030
2025-01-03T19:30,1.750,3.617,5.119,7.143,87.62,26.030
2025-01-03T20:00,1.755,3.201,5.075,5.714,88.06,26.030
2025-01-03T20:30,1.821,3.459,4.883,6.061,100.71,26.030
2025-01-03T21:00,1.775,2.774,4.926,6.452,95.97,25.990
2025-01-03T21:30,1.928,2.988,5.170,6.250,103.00,25.990
2025-01-03T22:00,1.957,3.330,5.234,6.667,98.61,25.940
2025-01-03T22:30,2.003,3.640,5.315,6.452,97.11,25.940
2025-01-03T23:00,1.995,3.139,5.188,6.667,100.19,25.890
2025-01-03T23:30,2.084,3.239,5.481,6.667,89.64,25.890
2025-01-04T00:00,2.014,3.335,5.279,7.692,92.01,25.890
2025-01-04T00:30,2.082,3.067,5.618,8.333,87.18,25.890
2025-01-04T01:00,2.187,3.505,5.335,7.692,91.13,25.890
2025-01-04T01:30,2.132,3.881,5.573,8.696,93.42,25.840
2025-01-04T02:00,2.067,3.575,5.381,8.000,94.47,25.840
2025-01-04T02:30,2.044,3.302,5.487,8.696,97.81,25.800
2025-01-04T03:00,2.046,3.528,5.563,7.143,81.29,25.800
2025-01-04T03:30,2.195,3.511,5.861,8.333,89.46,25.800
2025-01-04T04:00,1.968,3.385,5.616,8.333,94.39,25.750
2025-01-04T04:30,1.952,3.845,5.334,8.333,95.62,25.750
2025-01-04T05:00,1.938,2.921,5.715,8.333,87.88,25.840
2025-01-04T05:30,1.924,3.195,5.539,7.692,91.48,25.840
2025-01-04T06:00,1.854,3.387,5.859,8.000,93.59,25.840
2025-01-04T06:30,1.791,3.625,5.598,7.407,97.99,25.840
2025-01-04T07:00,1.645,2.519,5.647,8.000,84.71,25.890
2025-01-04T07:30,1.663,2.398,5.715,8.333,89.46,25.840
2025-01-04T08:00,1.825,3.197,5.933,8.333,88.14,25.660
2025-01-04T08:30,1.857,3.471,5.658,7.407,89.81,25.610
2025-01-04T09:00,1.723,3.158,5.247,8.000,101.51,25.660
2025-01-04T09:30,1.667,3.130,5.240,7.692,81.73,25.840
2025-01-04T10:00,1.599,2.615,5.218,7.692,71.18,25.890
2025-01-04T10:30,1.699,3.068,5.397,7.692,87.26,25.940
2025-01-04T11:00,1.514,2.634,5.166,7.407,98.52,25.940
2025-01-04T11:30,1.640,2.690,5.415,7.407,93.24,25.990
2025-01-04T12:00,1.510,2.550,5.272,7.692,83.66,25.990
2025-01-04T12:30,1.521,2.427,5.116,7.407,86.03,25.990
2025-01-04T13:00,1.554,2.405,5.229,7.692,89.20,26.030
2025-01-04T13:30,1.446,2.163,4.865,7.143,85.86,26.030
2025-01-04T14:00,1.410,2.245,4.992,7.692,80.76,26.080
2025-01-04T14:30,1.503,2.528,5.077,7.692,87.18,26.080
2025-01-04T15:00,1.491,2.292,5.284,6.897,96.14,26.080
2025-01-04T15:30,1.610,2.731,5.459,7.692,88.93,26.130
2025-01-04T16:00,1.504,2.688,5.167,6.897,103.62,26.130
2025-01-04T16:30,1.390,2.511,5.393,7.407,96.23,26.170
2025-01-04T17:00,1.470,2.529,5.042,7.407,90.25,26.130
2025-01-04T17:30,1.487,2.592,5.245,7.692,87.53,26.130
2025-01-04T18:00,1.423,2.166,5.113,7.407,93.59,26.080
2025-01-04T18:30,1.439,3.164,5.203,7.692,77.59,26.030
2025-01-04T19:00,1.302,2.165,5.127,7.407,92.10,26.030
2025-01-04T19:30,1.299,1.937,4.989,7.407,82.34,26.030
2025-01-04T20:00,1.386,2.574,5.397,7.143,90.61,26.030
2025-01-04T20:30,1.208,2.062,5.076,8.000,80.58,25.990
2025-01-04T21:00,1.354,2.412,5.141,7.407,92.89,25.990
2025-01-04T21:30,1.282,2.013,5.002,6.667,82.25,25.940
2025-01-04T22:00,1.193,1.809,5.024,7.692,82.78,25.990
2025-01-04T22:30,1.186,1.809,4.859,7.407,93.59,26.030
2025-01-04T23:00,1.149,1.864,5.055,7.407,89.11,26.080
2025-01-04T23:30,1.105,1.861,5.018,7.692,92.54,26.080
2025-01-05T00:00,1.093,1.935,4.975,7.692,93.51,26.080
2025-01-05T00:30,1.041,1.622,5.130,7.407,72.23,26.030
2025-01-05T01:00,1.119,1.679,5.443,7.692,88.14,26.080
2025-01-05T01:30,1.059,2.035,5.659,7.692,89.20,26.130
2025-01-05T02:00,1.052,1.624,5.234,7.143,80.93,26.130
2025-01-05T02:30,1.044,1.662,5.519,6.897,78.30,26.130
2025-01-05T03:00,1.150,1.913,5.795,7.407,82.87,26.080
2025-01-05T03:30,1.080,1.655,5.671,7.407,78.12,26.080
2025-01-05T04:00,1.107,1.956,5.709,6.897,72.76,26.080
2025-01-05T04:30,1.240,2.209,5.675,7.143,85.15,25.800
2025-01-05T05:00,1.144,1.952,5.753,6.667,76.45,25.840
2025-01-05T05:30,1.134,1.925,5.580,7.143,82.87,25.660
2025-01-05T06:00,1.255,2.436,6.080,7.407,79.26,25.610
2025-01-05T06:30,1.181,1.759,5.890,7.143,86.39,25.610
2025-01-05T07:00,1.162,1.861,5.744,7.407,82.87,25.660
2025-01-05T07:30,1.112,1.947,5.468,7.143,76.36,25.840
2025-01-05T08:00,1.243,1.827,5.895,7.692,74.96,25.890
2025-01-05T08:30,1.157,2.139,5.404,6.667,72.14,25.890
2025-01-05T09:00,1.200,2.041,5.512,7.143,85.86,25.990
2025-01-05T09:30,1.260,2.068,5.567,6.897,79.00,26.130
2025-01-05T10:00,1.215,1.893,5.550,6.897,88.23,26.320
2025-01-05T10:30,1.163,1.879,5.483,6.897,79.00,26.410
2025-01-05T11:00,1.249,2.248,5.603,6.897,88.41,26.360
2025-01-05T11:30,1.290,2.039,5.644,7.407,80.58,26.410
2025-01-05T12:00,1.204,2.038,5.312,7.143,82.34,26.510
2025-01-05T12:30,1.189,2.082,5.213,7.143,94.39,26.600
2025-01-05T13:00,1.184,2.552,5.196,7.143,91.13,26.600
2025-01-05T13:30,1.136,1.773,5.163,7.143,108.98,26.600
2025-01-05T14:00,1.148,1.982,5.021,7.143,94.47,26.510
2025-01-05T14:30,1.176,2.114,5.257,7.407,84.28,26.700
2025-01-05T15:00,1.149,1.921,5.149,7.407,85.95,26.700
2025-01-05T15:30,1.095,2.053,4.849,7.143,88.93,26.650
2025-01-05T16:00,1.101,2.023,4.875,7.143,85.51,26.600
2025-01-05T16:30,1.151,2.193,5.014,6.452,94.91,26.550
2025-01-05T17:00,1.133,1.836,4.971,7.143,97.29,26.650
2025-01-05T17:30,1.158,1.978,5.161,7.407,88.32,26.700
2025-01-05T18:00,1.173,2.084,5.212,7.143,90.25,26.740
2025-01-05T18:30,1.145,2.116,5.152,7.407,93.86,26.740
2025-01-05T19:00,1.137,1.971,5.575,7.143,85.77,26.700
2025-01-05T19:30,1.076,1.794,5.225,6.897,90.69,26.650
2025-01-05T20:00,1.084,1.773,5.188,7.143,79.88,26.600
2025-01-05T20:30,1.002,1.869,4.892,7.143,87.18,26.550
2025-01-05T21:00,1.064,1.916,5.309,6.897,86.82,26.510
2025-01-05T21:30,1.025,1.586,4.926,7.407,71.97,26.320
2025-01-05T22:00,1.050,1.640,5.236,7.407,86.82,26.220
2025-01-05T22:30,1.039,2.130,5.153,7.407,67.22,26.320
2025-01-05T23:00,1.049,1.654,5.045,6.897,82.25,26.170
2025-01-05T23:30,1.095,1.835,5.125,7.143,84.98,26.130
2025-01-06T00:00,1.062,1.817,5.019,7.143,77.59,26.130
2025-01-06T00:30,1.099,1.691,5.382,7.407,71.09,26.080
2025-01-06T01:00,1.057,1.752,4.970,6.897,57.29,26.030
2025-01-06T01:30,1.085,1.823,5.268,7.143,65.73,26.080
2025-01-06T02:00,1.055,1.552,5.132,6.897,68.19,26.130
2025-01-06T02:30,1.086,1.599,5.410,7.407,68.98,26.080
2025-01-06T03:00,1.182,2.340,5.353,7.143,60.19,26.080
2025-01-06T03:30,1.091,2.105,5.487,6.897,73.11,26.130
2025-01-06T04:00,1.091,1.891,5.469,7.143,70.65,26.130
2025-01-06T04:30,1.080,1.752,5.528,7.143,68.19,26.130
2025-01-06T05:00,1.043,1.636,5.328,7.143,65.55,26.080
2025-01-06T05:30,1.036,1.551,5.408,6.897,78.65,26.080
2025-01-06T06:00,1.056,1.649,5.510,6.897,80.58,25.990
2025-01-06T06:30,1.036,1.699,5.761,6.667,74.87,26.030
2025-01-06T07:00,1.095,1.892,5.648,6.897,74.17,25.990
2025-01-06T07:30,1.010,1.444,5.625,6.452,76.80,25.990
2025-01-06T08:00,1.149,1.938,5.722,6.667,72.41,25.990
2025-01-06T08:30,1.001,1.520,5.506,6.250,77.33,26.170
2025-01-06T09:00,1.062,1.854,5.543,6.452,86.82,26.270
2025-01-06T09:30,0.977,1.599,5.155,6.452,78.12,26.410
2025-01-06T10:00,1.084,1.867,5.299,7.143,74.52,26.460
2025-01-06T10:30,0.992,1.794,4.939,6.452,79.62,26.510
2025-01-06T11:00,1.001,1.637,5.008,7.143,83.66,26.510
2025-01-06T11:30,0.987,1.811,4.910,6.250,83.66,26.650
2025-01-06T12:00,1.083,2.146,4.988,7.143,76.98,26.550
2025-01-06T12:30,1.034,1.723,4.692,6.667,90.43,26.550
2025-01-06T13:00,1.097,2.162,4.971,7.143,73.29,26.460
2025-01-06T13:30,1.068,1.593,4.952,6.897,71.35,26.550
2025-01-06T14:00,1.103,1.815,5.204,7.407,69.15,26.550
2025-01-06T14:30,1.015,1.806,4.848,7.143,71.88,26.550
2025-01-06T15:00,1.065,1.740,4.897,7.692,78.03,26.510
2025-01-06T15:30,1.075,1.843,4.761,6.452,58.69,26.650
2025-01-06T16:00,1.062,1.604,4.912,7.143,69.07,26.550
2025-01-06T16:30,1.073,1.886,4.668,6.897,64.50,26.410
2025-01-06T17:00,1.095,1.914,4.846,6.897,70.91,26.360
2025-01-06T17:30,1.037,1.896,4.692,6.897,81.81,26.360
2025-01-06T18:00,1.011,1.840,4.741,6.667,76.19,26.410
2025-01-06T18:30,0.934,1.718,4.693,6.667,82.52,26.410
2025-01-06T19:00,0.941,1.568,4.910,6.897,77.95,26.790
2025-01-06T19:30,0.997,1.605,5.050,6.897,72.14,26.840
2025-01-06T20:00,0.995,1.722,4.927,7.407,91.57,26.840
2025-01-06T20:30,0.930,1.789,4.655,7.143,70.21,26.740
2025-01-06T21:00,0.935,1.581,4.648,6.897,77.86,26.700
2025-01-06T21:30,0.930,1.486,4.488,6.897,91.04,26.650
2025-01-06T22:00,0.979,1.562,4.832,6.667,84.28,26.650
2025-01-06T22:30,0.884,1.461,4.683,6.897,95.70,26.360
2025-01-06T23:00,0.885,1.351,5.084,6.667,94.56,26.320
2025-01-06T23:30,0.903,1.460,5.026,6.897,89.20,26.320
2025-01-07T00:00,0.882,1.585,4.667,7.407,78.21,26.270
2025-01-07T00:30,0.854,1.563,4.594,6.667,83.40,26.270
2025-01-07T01:00,0.893,1.570,4.773,6.897,91.57,26.270
2025-01-07T01:30,0.871,1.409,5.182,7.143,70.74,26.270
2025-01-07T02:00,0.844,1.274,5.244,7.143,86.65,26.270
2025-01-07T02:30,0.861,1.592,5.370,6.667,74.69,26.220
2025-01-07T03:00,0.873,1.563,5.399,7.407,91.57,26.220
2025-01-07T03:30,0.847,1.346,5.444,7.407,76.19,26.220
2025-01-07T04:00,0.855,1.337,5.392,6.897,85.15,26.220
2025-01-07T04:30,0.888,1.498,5.367,7.143,77.86,26.220
2025-01-07T05:00,0.896,1.609,5.765,7.407,85.24,26.270
2025-01-07T05:30,0.884,1.495,5.752,6.897,80.14,26.270
2025-01-07T06:00,0.872,1.486,5.481,6.667,70.47,26.220
2025-01-07T06:30,0.873,1.346,5.535,6.897,74.61,26.270
2025-01-07T07:00,0.900,1.704,5.530,6.897,77.77,26.270
2025-01-07T07:30,0.835,1.484,5.316,6.667,84.19,26.320
2025-01-07T08:00,0.868,1.439,5.412,6.897,74.08,26.360
2025-01-07T08:30,0.886,1.631,5.255,6.452,81.11,26.360
2025-01-07T09:00,0.936,1.657,5.362,7.407,70.21,26.460
2025-01-07T09:30,0.897,1.450,5.522,6.897,82.43,26.740
2025-01-07T10:00,0.931,1.573,5.808,7.692,76.10,26.790
2025-01-07T10:30,0.884,1.716,5.367,6.897,74.34,26.790
2025-01-07T11:00,0.994,1.950,5.729,7.407,82.96,26.740
2025-01-07T11:30,0.961,1.619,5.593,6.897,82.69,26.650
2025-01-07T12:00,0.960,1.465,5.167,7.143,81.55,26.650
2025-01-07T12:30,0.955,1.598,5.363,6.667,73.29,26.650
2025-01-07T13:00,0.922,2.217,4.854,7.407,78.39,26.650
2025-01-07T13:30,0.967,1.536,4.973,7.407,72.93,26.510
2025-01-07T14:00,0.936,1.846,4.892,7.143,73.46,26.550
2025-01-07T14:30,0.931,2.068,4.635,6.897,65.20,26.550
2025-01-07T15:00,0.910,1.639,4.662,7.692,78.39,26.600
2025-01-07T15:30,0.958,1.536,4.494,7.407,63.88,26.650
2025-01-07T16:00,0.941,1.576,4.588,7.143,63.00,26.510
2025-01-07T16:30,0.949,1.496,4.754,7.143,73.20,26.460
2025-01-07T17:00,0.887,1.577,4.291,7.143,68.19,26.460
2025-01-07T17:30,0.940,1.542,4.483,6.897,79.44,26.410
2025-01-07T18:00,0.869,1.428,4.452,6.897,75.66,26.360
2025-01-07T18:30,0.924,1.693,4.473,6.897,73.99,26.320
2025-01-07T19:00,0.862,1.643,4.455,7.143,76.19,26.270
2025-01-07T19:30,0.896,1.712,4.627,6.452,80.93,26.410
2025-01-07T20:00,0.848,1.427,4.500,6.667,84.80,26.360
2025-01-07T20:30,0.895,1.559,4.609,6.897,89.37,26.360
2025-01-07T21:00,0.848,1.376,4.651,7.407,78.82,26.740
2025-01-07T21:30,0.888,1.588,4.790,6.897,75.92,26.740
2025-01-07T22:00,0.835,1.344,4.724,7.143,86.30,26.700
2025-01-07T22:30,0.825,1.399,4.708,6.897,77.24,26.650
2025-01-07T23:00,0.798,1.276,4.840,7.143,72.76,26.550
2025-01-07T23:30,0.836,1.361,4.893,6.897,85.77,26.460
2025-01-08T00:00,0.789,1.552,4.876,7.143,73.46,26.220
2025-01-08T00:30,0.766,1.206,4.723,6.897,80.23,26.170
2025-01-08T01:00,0.777,1.387,4.349,6.897,68.63,26.170
2025-01-08T01:30,0.760,1.208,4.416,7.143,82.43,26.130
2025-01-08T02:00,0.772,1.207,4.587,6.897,79.35,26.080
2025-01-08T02:30,0.768,1.277,4.529,7.143,66.08,26.080
2025-01-08T03:00,0.871,1.698,4.925,6.667,72.93,26.030
2025-01-08T03:30,0.830,1.495,4.852,12.500,73.73,26.030
2025-01-08T04:00,0.751,1.349,4.241,6.250,66.87,26.080
2025-01-08T04:30,0.726,1.234,4.292,7.407,80.58,26.080
2025-01-08T05:00,0.777,1.418,4.729,6.667,78.74,26.030
2025-01-08T05:30,0.776,1.278,4.795,6.452,72.32,25.990
2025-01-08T06:00,0.747,1.410,4.654,6.897,82.61,26.080
2025-01-08T06:30,0.796,1.329,4.886,6.250,76.98,26.080
2025-01-08T07:00,0.790,1.550,5.004,6.897,75.92,26.080
2025-01-08T07:30,0.751,1.318,5.272,6.452,72.85,26.080
2025-01-08T08:00,0.768,1.215,5.305,7.407,78.91,26.130
2025-01-08T08:30,0.765,1.315,5.452,6.452,88.32,26.170
2025-01-08T09:00,0.778,1.447,5.323,7.143,77.59,26.270
2025-01-08T09:30,0.754,1.151,5.295,7.143,84.54,26.360
2025-01-08T10:00,0.789,1.674,5.363,6.667,79.18,25.840
2025-01-08T10:30,0.737,1.259,5.055,6.667,90.69,26.030
2025-01-08T11:00,0.791,1.168,5.194,7.143,88.58,26.320
2025-01-08T11:30,0.792,1.577,4.976,6.452,90.43,26.550
2025-01-08T12:00,0.823,1.414,5.251,6.667,84.28,26.550
2025-01-08T12:30,0.751,1.282,4.781,6.667,95.97,26.510
2025-01-08T13:00,0.808,1.278,4.676,6.897,81.46,26.460
2025-01-08T13:30,0.808,1.300,4.559,6.897,85.59,26.460
2025-01-08T14:00,0.789,1.179,4.577,6.250,85.77,26.410
2025-01-08T14:30,0.757,1.264,4.381,6.452,84.10,26.360
2025-01-08T15:00,0.765,1.426,4.212,6.452,84.36,26.360
2025-01-08T15:30,0.754,1.201,3.900,6.452,85.33,26.270
2025-01-08T16:00,0.787,1.319,3.883,6.250,81.64,26.320
2025-01-08T16:30,0.780,1.247,3.869,6.667,88.32,26.360
2025-01-08T17:00,0.754,1.356,3.751,6.452,119.00,26.360
2025-01-08T17:30,0.776,1.427,3.643,8.696,82.17,26.320
2025-01-08T18:00,0.830,1.447,3.728,6.897,70.65,26.320
2025-01-08T18:30,0.839,1.697,3.912,6.897,62.56,26.360
2025-01-08T19:00,0.788,1.389,3.749,6.897,72.76,26.320
2025-01-08T19:30,0.797,1.345,3.774,9.524,121.81,26.320
2025-01-08T20:00,0.789,1.307,3.845,6.667,86.65,26.360
2025-01-08T20:30,0.769,1.195,3.989,6.667,83.22,26.320
2025-01-08T21:00,0.831,1.345,3.683,6.667,92.10,26.360
2025-01-08T21:30,0.833,1.410,3.825,8.000,116.10,26.360
2025-01-08T22:00,0.817,1.232,4.374,11.765,131.57,26.220
2025-01-08T22:30,0.807,1.293,4.563,11.765,117.68,26.270
2025-01-08T23:00,0.843,1.441,4.782,11.765,114.69,26.360
2025-01-08T23:30,0.799,1.461,4.912,12.500,121.37,26.220
2025-01-09T00:00,0.817,1.244,5.070,11.765,119.53,26.130
2025-01-09T00:30,0.818,1.400,5.016,11.111,121.81,25.990
2025-01-09T01:00,0.803,1.520,4.734,11.111,129.81,25.800
2025-01-09T01:30,0.875,1.491,5.395,10.526,127.97,26.080
2025-01-09T02:00,0.848,1.722,5.265,10.526,134.82,26.130
2025-01-09T02:30,0.864,1.473,5.279,10.000,127.44,26.130
2025-01-09T03:00,0.945,1.485,5.666,10.526,133.95,26.080
2025-01-09T03:30,0.928,1.455,5.334,10.000,132.89,26.130
2025-01-09T04:00,0.883,1.502,5.206,10.000,130.08,26.130
2025-01-09T04:30,0.893,1.403,5.399,11.765,130.61,26.130
2025-01-09T05:00,0.895,1.458,5.348,10.000,132.45,26.030
2025-01-09T05:30,0.848,1.385,5.213,11.765,125.51,25.990
2025-01-09T06:00,0.851,1.530,5.088,6.452,85.59,25.940
2025-01-09T06:30,0.834,1.348,5.437,11.111,130.78,25.240
