Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
2025-08-06T01:30,2.645,4.129,10.118,13.333,102.45,20.020
2025-08-06T02:00,2.409,4.071,9.314,14.286,99.73,20.020
2025-08-06T02:30,2.430,3.725,10.095,14.286,101.05,20.020
2025-08-06T03:00,2.463,4.111,10.039,13.333,97.53,20.020
2025-08-06T03:30,2.264,4.121,9.464,13.333,103.68,19.980
2025-08-06T04:00,2.344,3.799,9.696,14.286,97.09,19.940
2025-08-06T04:30,2.266,3.665,10.001,14.286,97.62,19.940
2025-08-06T05:00,2.205,3.226,9.800,13.333,98.85,19.940
2025-08-06T05:30,2.139,4.059,9.700,14.286,96.91,19.940
2025-08-06T06:00,2.305,3.883,10.029,12.500,101.31,19.890
2025-08-06T06:30,2.217,3.902,10.216,14.286,96.65,19.890
2025-08-06T07:00,2.129,3.437,9.502,14.286,96.47,19.890
2025-08-06T07:30,2.204,4.496,9.966,14.286,101.22,19.890
2025-08-06T08:00,2.086,3.041,10.300,13.333,97.97,19.890
2025-08-06T08:30,2.207,4.190,10.048,14.286,95.95,19.980
2025-08-06T09:00,2.271,3.646,9.834,14.286,96.12,19.980
2025-08-06T09:30,2.274,3.499,10.373,13.333,94.54,20.110
2025-08-06T10:00,2.432,3.607,9.919,13.333,97.18,20.240
2025-08-06T10:30,2.583,4.193,10.476,13.333,95.33,20.370
2025-08-06T11:00,2.015,3.514,10.304,13.333,94.36,20.590
2025-08-06T11:30,2.241,3.588,10.181,13.333,97.79,20.720
2025-08-06T12:00,2.354,3.445,10.584,13.333,98.50,20.850
2025-08-06T12:30,2.284,3.809,10.672,13.333,97.44,20.550
2025-08-06T13:00,2.380,3.964,9.749,13.333,95.07,20.550
2025-08-06T13:30,2.138,3.769,9.675,13.333,93.49,20.720
2025-08-06T14:00,2.231,4.067,9.556,13.333,97.44,20.720
2025-08-06T14:30,2.198,3.208,9.623,13.333,94.63,20.680
2025-08-06T15:00,2.374,3.313,9.535,13.333,93.13,20.640
2025-08-06T15:30,1.899,3.236,7.326,13.333,96.30,20.590
2025-08-06T16:00,2.136,3.723,7.175,13.333,99.38,20.500
2025-08-06T16:30,2.044,3.069,7.356,13.333,96.83,20.370
2025-08-06T17:00,1.972,3.164,7.027,12.500,100.87,20.330
2025-08-06T17:30,2.261,3.618,7.656,13.333,98.76,20.280
2025-08-06T18:00,2.354,3.517,7.876,12.500,97.00,20.200
2025-08-06T18:30,2.147,3.889,7.275,12.500,99.55,20.370
2025-08-06T19:00,2.391,3.543,7.848,12.500,101.31,20.330
2025-08-06T19:30,2.330,4.122,8.290,12.500,97.79,20.280
2025-08-06T20:00,2.070,3.271,7.537,13.333,95.16,20.200
2025-08-06T20:30,2.232,3.295,7.971,12.500,98.32,20.240
2025-08-06T21:00,2.023,3.510,7.728,11.765,96.74,20.370
2025-08-06T21:30,2.088,3.355,8.401,12.500,100.78,20.330
2025-08-06T22:00,1.947,3.470,8.014,12.500,94.54,20.240
2025-08-06T22:30,2.052,4.142,8.478,12.500,96.39,20.240
2025-08-06T23:00,2.344,3.442,9.183,12.500,97.53,20.330
2025-08-06T23:30,2.045,3.631,8.751,11.765,101.75,20.280
2025-08-07T00:00,2.092,3.425,8.335,12.500,98.06,20.200
2025-08-07T00:30,1.903,3.259,7.826,11.765,97.00,20.330
2025-08-07T01:00,2.036,3.033,8.284,11.765,96.47,20.280
2025-08-07T01:30,1.932,3.475,8.079,12.500,97.00,20.280
2025-08-07T02:00,2.033,3.304,8.283,12.500,95.24,20.240
2025-08-07T02:30,1.971,3.157,8.203,12.500,96.21,20.240
2025-08-07T03:00,1.969,3.746,7.937,12.500,96.47,20.240
2025-08-07T03:30,1.845,3.150,7.419,12.500,98.32,20.240
2025-08-07T04:00,1.891,3.270,7.604,13.333,94.63,20.200
2025-08-07T04:30,1.903,3.043,7.519,12.500,97.97,20.200
2025-08-07T05:00,1.971,2.908,7.463,12.500,92.87,20.200
2025-08-07T05:30,1.898,3.529,7.619,12.500,94.28,20.200
2025-08-07T06:00,1.809,3.421,7.191,12.500,93.57,20.150
2025-08-07T06:30,1.901,2.753,7.194,12.500,91.46,20.200
2025-08-07T07:00,1.891,2.738,7.077,11.765,95.68,20.200
2025-08-07T07:30,1.870,3.296,6.834,12.500,94.72,20.200
2025-08-07T08:00,2.020,3.233,7.051,12.500,94.72,20.200
2025-08-07T08:30,1.876,3.185,6.308,12.500,90.85,20.200
2025-08-07T09:00,2.085,3.475,6.619,12.500,94.80,20.200
2025-08-07T09:30,1.903,3.343,6.085,12.500,96.30,20.200
2025-08-07T10:00,1.917,3.498,6.575,11.765,93.57,20.200
2025-08-07T10:30,2.010,3.212,6.820,12.500,95.51,20.200
2025-08-07T11:00,1.988,3.290,6.286,11.765,97.00,20.200
2025-08-07T11:30,1.877,2.915,5.906,12.500,96.39,20.240
2025-08-07T12:00,2.011,3.357,6.196,12.500,97.97,20.240
2025-08-07T12:30,2.069,3.958,6.332,11.765,96.47,20.240
2025-08-07T13:00,1.892,4.095,5.592,12.500,95.42,20.330
2025-08-07T13:30,1.969,3.372,6.159,12.500,100.87,20.280
2025-08-07T14:00,1.953,4.000,6.033,12.500,95.95,20.280
2025-08-07T14:30,1.852,4.030,5.558,12.500,96.91,20.240
2025-08-07T15:00,1.728,4.071,5.512,12.500,96.03,20.240
2025-08-07T15:30,1.886,3.704,5.676,11.765,98.94,20.240
2025-08-07T16:00,2.045,3.551,5.832,12.500,97.09,20.200
2025-08-07T16:30,2.106,3.793,5.982,11.765,97.70,20.200
2025-08-07T17:00,1.943,3.365,5.912,12.500,94.36,20.200
2025-08-07T17:30,1.874,3.038,5.801,11.765,92.61,20.200
2025-08-07T18:00,2.043,3.435,6.422,11.111,92.34,20.110
2025-08-07T18:30,1.961,2.898,6.686,12.500,93.31,20.110
2025-08-07T19:00,1.823,3.411,6.155,11.765,89.35,20.070
2025-08-07T19:30,1.965,3.243,6.540,11.765,93.66,20.020
2025-08-07T20:00,1.793,2.977,6.469,11.765,93.22,20.020
2025-08-07T20:30,1.586,2.727,5.920,12.500,94.98,20.020
2025-08-07T21:00,1.634,3.056,6.402,11.765,88.56,20.110
2025-08-07T21:30,1.769,2.542,6.908,11.765,94.54,20.110
2025-08-07T22:00,1.606,2.625,6.585,11.765,92.25,20.110
2025-08-07T22:30,1.528,2.943,6.893,11.765,93.49,20.200
2025-08-07T23:00,1.415,2.098,6.576,12.500,95.42,20.150
2025-08-07T23:30,1.640,2.612,6.803,11.765,95.86,20.110
2025-08-08T00:00,1.427,2.456,6.146,12.500,97.35,20.110
2025-08-08T00:30,1.570,2.367,5.909,11.765,98.76,20.110
2025-08-08T01:00,1.644,3.042,6.389,11.111,102.01,20.110
2025-08-08T01:30,1.769,2.985,5.908,11.111,98.14,20.110
2025-08-08T02:00,1.936,3.242,5.910,11.765,98.85,20.110
2025-08-08T02:30,1.839,3.320,5.303,11.765,102.28,20.110
2025-08-08T03:00,2.078,3.522,5.468,11.765,97.27,20.070
2025-08-08T03:30,1.947,3.125,5.296,11.111,103.16,20.070
2025-08-08T04:00,2.053,2.882,5.332,11.765,100.34,20.070
2025-08-08T04:30,1.979,3.259,5.247,11.765,98.23,20.020
2025-08-08T05:00,2.193,4.122,5.296,11.765,103.16,20.070
2025-08-08T05:30,2.244,3.710,5.489,11.765,96.39,20.110
2025-08-08T06:00,2.420,3.817,5.612,11.765,103.42,20.110
2025-08-08T06:30,2.428,3.943,5.711,11.765,102.01,20.110
2025-08-08T07:00,2.335,3.537,5.583,11.765,98.58,20.110
2025-08-08T07:30,2.357,3.737,5.720,7.692,99.64,20.110
2025-08-08T08:00,2.423,4.420,5.533,7.692,110.63,20.110
2025-08-08T08:30,2.364,4.303,5.432,11.765,100.61,20.070
2025-08-08T09:00,2.431,3.661,5.948,8.000,105.44,20.020
2025-08-08T09:30,2.550,4.155,5.908,11.765,100.96,20.020
2025-08-08T10:00,2.349,3.848,5.557,11.765,94.45,20.020
2025-08-08T10:30,2.472,3.767,5.460,11.765,102.28,20.020
2025-08-08T11:00,2.424,4.136,5.794,9.091,102.89,20.020
2025-08-08T11:30,2.631,3.993,6.035,8.000,103.33,20.020
2025-08-08T12:00,2.638,4.094,6.008,11.765,102.10,20.020
2025-08-08T12:30,2.497,3.685,5.948,12.500,98.41,20.020
2025-08-08T13:00,2.559,4.641,5.759,12.500,98.67,20.020
2025-08-08T13:30,2.489,5.234,5.717,11.111,101.13,20.020
2025-08-08T14:00,2.327,3.653,5.660,9.091,103.24,20.020
2025-08-08T14:30,2.495,3.829,5.923,9.091,104.30,20.020
2025-08-08T15:00,2.565,3.747,6.036,8.696,101.57,20.020
2025-08-08T15:30,2.532,3.824,5.991,9.091,92.52,20.020
2025-08-08T16:00,2.469,4.382,6.000,11.765,96.65,20.020
2025-08-08T16:30,2.395,3.710,6.163,9.524,103.16,20.020
2025-08-08T17:00,2.463,3.870,6.452,10.526,95.60,20.240
2025-08-08T17:30,2.269,4.279,6.273,11.111,99.29,20.240
2025-08-08T18:00,2.390,4.140,6.399,8.696,104.21,20.280
2025-08-08T18:30,2.260,4.209,6.172,11.765,96.03,20.330
2025-08-08T19:00,2.348,3.558,6.284,11.765,99.11,20.330
2025-08-08T19:30,2.339,3.595,6.205,11.111,98.06,20.330
2025-08-08T20:00,2.454,3.808,6.300,9.091,98.50,20.330
2025-08-08T20:30,2.199,3.631,6.095,11.765,99.99,20.330
2025-08-08T21:00,2.347,4.241,6.203,11.765,99.64,20.370
2025-08-08T21:30,2.298,4.105,6.063,11.111,95.33,20.330
2025-08-08T22:00,2.196,3.640,6.279,11.765,97.44,20.330
2025-08-08T22:30,2.318,4.401,6.143,9.524,101.75,20.330
2025-08-08T23:00,2.254,3.682,6.104,11.765,98.32,20.330
2025-08-08T23:30,2.230,3.559,6.235,11.765,96.91,20.420
2025-08-09T00:00,2.205,3.874,5.992,11.765,101.05,20.720
2025-08-09T00:30,2.393,3.928,6.240,8.696,94.80,20.720
2025-08-09T01:00,2.337,3.766,6.101,11.111,97.71,20.720
2025-08-09T01:30,2.276,3.827,6.119,11.765,94.01,20.720
2025-08-09T02:00,2.242,3.387,5.726,11.765,94.36,20.680
2025-08-09T02:30,2.147,3.558,5.705,11.765,97.18,20.680
2025-08-09T03:00,2.197,3.729,5.996,11.765,92.96,20.720
2025-08-09T03:30,2.126,3.239,5.792,11.765,96.03,20.720
2025-08-09T04:00,2.167,3.194,5.834,11.765,99.38,20.720
2025-08-09T04:30,2.152,3.725,5.749,11.111,92.34,20.720
2025-08-09T05:00,2.098,4.013,5.646,9.524,95.51,20.720
2025-08-09T05:30,2.131,3.384,5.835,11.765,94.98,20.720
2025-08-09T06:00,2.165,3.643,5.900,11.765,99.55,20.720
2025-08-09T06:30,2.081,3.156,5.636,11.765,92.25,20.720
2025-08-09T07:00,2.213,3.543,5.834,11.765,93.31,20.720
2025-08-09T07:30,2.166,3.470,5.598,11.765,100.43,20.720
2025-08-09T08:00,2.133,4.404,5.599,11.765,96.39,20.720
2025-08-09T08:30,2.152,3.514,5.623,11.111,97.44,20.720
2025-08-09T09:00,2.120,3.677,5.508,7.407,100.69,20.720
2025-08-09T09:30,2.285,4.149,5.852,11.765,96.74,20.720
2025-08-09T10:00,2.370,3.685,6.022,8.333,99.64,20.720
2025-08-09T10:30,2.293,3.849,5.502,8.696,102.98,20.680
2025-08-09T11:00,2.387,3.892,5.718,7.692,104.12,20.720
2025-08-09T11:30,2.284,4.052,5.502,11.111,92.25,20.720
2025-08-09T12:00,2.274,3.739,5.531,10.526,99.38,20.680
2025-08-09T12:30,2.355,3.832,5.753,11.111,102.01,20.680
2025-08-09T13:00,2.329,4.358,5.623,7.692,98.67,20.680
2025-08-09T13:30,2.252,4.285,5.331,8.333,100.52,20.680
2025-08-09T14:00,2.289,4.652,5.373,7.143,97.35,20.680
2025-08-09T14:30,2.308,3.724,5.338,7.407,108.52,20.680
2025-08-09T15:00,2.446,4.044,5.522,11.111,97.71,20.680
2025-08-09T15:30,2.309,4.049,5.471,8.333,96.91,20.680
2025-08-09T16:00,2.289,3.587,5.641,8.696,96.30,20.640
2025-08-09T16:30,2.505,3.990,5.793,8.000,108.52,20.590
2025-08-09T17:00,2.500,4.348,5.595,9.091,97.79,20.590
2025-08-09T17:30,2.451,4.558,5.623,8.696,100.17,20.590
2025-08-09T18:00,2.463,4.482,5.638,8.696,98.41,20.550
2025-08-09T18:30,2.449,3.863,5.551,8.000,98.58,20.460
2025-08-09T19:00,2.389,3.939,5.561,7.143,107.64,20.370
2025-08-09T19:30,2.415,3.898,5.533,8.333,95.51,20.370
2025-08-09T20:00,2.449,4.233,5.547,8.696,94.36,20.370
2025-08-09T20:30,2.638,5.329,5.890,9.524,95.77,20.330
2025-08-09T21:00,2.347,3.877,5.568,8.696,95.95,20.240
2025-08-09T21:30,2.548,3.878,6.041,8.333,94.54,20.240
2025-08-09T22:00,2.333,4.365,5.942,8.696,94.01,20.240
2025-08-09T22:30,2.347,5.227,6.034,9.091,91.20,20.280
2025-08-09T23:00,2.471,4.206,5.833,8.333,94.28,20.280
2025-08-09T23:30,2.347,3.704,5.834,8.696,93.05,20.240
2025-08-10T00:00,2.274,3.741,6.119,8.333,90.58,20.240
2025-08-10T00:30,2.316,3.858,6.324,8.000,103.51,20.240
2025-08-10T01:00,2.262,4.130,6.022,8.000,94.89,20.240
2025-08-10T01:30,1.989,3.804,5.582,8.000,103.51,20.280
2025-08-10T02:00,2.144,3.560,6.338,7.407,93.22,20.330
2025-08-10T02:30,2.164,3.485,5.940,9.091,87.16,20.370
2025-08-10T03:00,2.046,3.901,5.585,8.333,85.66,20.240
2025-08-10T03:30,2.127,3.132,5.569,8.696,93.05,20.240
2025-08-10T04:00,2.146,3.917,5.904,9.091,89.88,20.240
2025-08-10T04:30,2.051,3.496,6.246,8.000,94.36,20.330
2025-08-10T05:00,2.095,3.264,6.057,8.333,85.92,20.370
2025-08-10T05:30,2.025,3.338,5.779,8.333,96.65,20.370
2025-08-10T06:00,2.006,3.219,6.080,8.696,90.32,20.370
2025-08-10T06:30,1.932,2.932,5.929,8.333,87.95,20.370
2025-08-10T07:00,1.960,3.470,5.955,8.000,98.67,20.370
2025-08-10T07:30,2.061,3.806,6.049,8.000,96.12,20.420
2025-08-10T08:00,1.930,3.890,5.915,8.333,99.02,20.460
2025-08-10T08:30,2.038,2.801,6.208,7.692,97.53,20.420
2025-08-10T09:00,2.043,3.837,5.810,8.000,92.43,20.460
2025-08-10T09:30,1.965,3.097,5.943,8.333,94.36,20.500
2025-08-10T10:00,1.872,3.475,5.615,11.765,87.33,20.500
2025-08-10T10:30,1.898,3.783,5.508,7.407,92.78,20.500
2025-08-10T11:00,1.914,3.432,5.468,8.333,83.81,20.500
2025-08-10T11:30,2.063,3.779,5.838,8.333,88.39,20.500
2025-08-10T12:00,1.827,3.243,5.399,8.696,86.63,20.460
2025-08-10T12:30,2.082,3.164,5.912,7.692,96.65,20.420
2025-08-10T13:00,2.086,3.544,6.041,8.696,90.23,20.420
2025-08-10T13:30,1.942,3.647,5.502,7.407,97.79,20.460
2025-08-10T14:00,1.987,2.921,5.721,8.000,97.88,20.500
2025-08-10T14:30,2.077,3.324,5.586,8.000,91.64,20.500
2025-08-10T15:00,1.959,3.341,5.464,8.333,94.28,20.500
2025-08-10T15:30,2.050,3.484,5.942,8.696,91.73,20.590
2025-08-10T16:00,2.018,3.897,5.477,8.000,102.19,20.550
2025-08-10T16:30,2.009,3.544,5.654,8.333,94.01,20.550
2025-08-10T17:00,2.067,3.069,5.621,8.000,93.40,20.640
2025-08-10T17:30,2.032,3.235,5.524,7.692,100.52,20.590
2025-08-10T18:00,2.022,3.683,5.763,11.111,104.03,20.590
2025-08-10T18:30,1.905,3.180,5.420,8.333,83.55,20.500
2025-08-10T19:00,1.934,3.133,5.757,8.000,94.01,20.550
2025-08-10T19:30,1.895,3.204,5.850,7.692,101.40,20.590
2025-08-10T20:00,1.901,3.018,5.599,7.143,107.02,20.590
2025-08-10T20:30,1.961,3.335,5.976,8.000,99.11,20.590
2025-08-10T21:00,1.921,3.047,6.218,8.000,91.81,20.590
2025-08-10T21:30,1.828,2.904,5.988,8.000,95.07,20.550
2025-08-10T22:00,1.847,3.306,5.711,8.333,98.94,20.460
2025-08-10T22:30,1.991,3.244,6.060,8.000,97.27,20.550
2025-08-10T23:00,1.857,3.488,5.924,7.407,93.66,20.420
2025-08-10T23:30,1.949,3.112,6.583,8.696,95.51,20.370
2025-08-11T00:00,1.896,3.618,6.139,9.091,84.96,20.370
2025-08-11T00:30,2.039,3.894,6.619,8.696,87.51,20.370
2025-08-11T01:00,1.939,3.368,5.943,8.333,90.41,20.240
2025-08-11T01:30,1.925,3.396,6.199,8.000,96.56,20.240
2025-08-11T02:00,1.923,2.965,6.399,8.696,99.11,20.200
2025-08-11T02:30,1.897,3.463,5.636,9.091,89.53,20.200
2025-08-11T03:00,1.975,3.167,6.189,10.000,89.97,20.200
2025-08-11T03:30,2.070,3.350,6.457,8.696,95.68,20.200
2025-08-11T04:00,1.811,3.567,5.911,8.333,86.63,20.200
2025-08-11T04:30,1.886,2.853,6.510,8.696,97.00,20.110
2025-08-11T05:00,1.896,2.948,6.504,8.696,88.65,20.150
2025-08-11T05:30,1.748,3.099,5.689,8.333,88.03,20.150
2025-08-11T06:00,1.834,3.203,6.192,8.333,91.55,20.110
2025-08-11T06:30,1.740,2.844,5.917,8.696,91.11,20.200
2025-08-11T07:00,1.699,3.356,5.881,9.091,89.97,20.200
2025-08-11T07:30,1.851,3.492,6.220,8.696,92.43,20.280
2025-08-11T08:00,1.737,2.839,6.405,9.091,88.39,20.370
2025-08-11T08:30,1.637,2.521,5.747,8.000,90.67,20.420
2025-08-11T09:00,1.531,2.534,5.481,12.500,89.35,20.460
2025-08-11T09:30,1.761,2.881,5.901,8.696,98.06,20.500
2025-08-11T10:00,1.580,2.736,5.607,8.696,93.40,20.550
2025-08-11T10:30,1.663,3.269,5.694,8.696,91.64,20.500
2025-08-11T11:00,1.624,2.947,5.482,8.333,92.17,20.370
2025-08-11T11:30,1.510,2.581,5.667,8.000,95.68,20.500
2025-08-11T12:00,1.638,2.521,6.029,8.000,96.74,20.550
2025-08-11T12:30,1.580,2.536,5.760,11.765,90.23,20.590
2025-08-11T13:00,1.504,2.627,5.397,9.091,85.66,20.680
2025-08-11T13:30,1.533,3.097,5.395,11.111,94.19,20.680
2025-08-11T14:00,1.582,2.459,5.688,11.765,96.12,20.680
2025-08-11T14:30,1.554,2.689,5.342,7.692,99.02,20.680
2025-08-11T15:00,1.479,2.720,5.154,8.696,90.23,20.680
2025-08-11T15:30,1.557,3.016,5.588,7.692,90.85,20.640
2025-08-11T16:00,1.529,3.200,5.799,8.000,89.88,20.590
2025-08-11T16:30,1.539,2.596,5.622,12.500,83.64,20.280
2025-08-11T17:00,1.573,2.775,5.323,11.111,86.80,20.370
2025-08-11T17:30,1.571,2.644,5.426,10.526,81.35,20.460
2025-08-11T18:00,1.623,2.717,5.856,12.500,83.46,20.500
2025-08-11T18:30,1.547,2.526,5.732,11.765,83.73,20.550
2025-08-11T19:00,1.621,2.733,5.913,8.696,87.60,20.550
2025-08-11T19:30,1.559,2.408,5.799,11.111,86.98,20.590
2025-08-11T20:00,1.634,2.523,5.786,11.111,86.01,20.590
2025-08-11T20:30,1.629,2.689,6.113,10.526,83.55,20.590
2025-08-11T21:00,1.555,2.526,5.921,10.526,88.65,20.590
2025-08-11T21:30,1.512,3.014,5.534,10.526,83.38,20.590
2025-08-11T22:00,1.542,2.777,5.678,11.765,90.50,20.590
2025-08-11T22:30,1.486,2.482,6.178,9.091,86.45,20.680
2025-08-11T23:00,1.424,2.665,5.870,11.111,88.03,20.680
2025-08-11T23:30,1.541,2.778,6.212,12.500,90.58,20.720
2025-08-12T00:00,1.460,2.449,6.137,12.500,89.35,20.720
2025-08-12T00:30,1.477,2.871,6.288,11.765,91.11,20.720
2025-08-12T01:00,1.413,2.381,6.067,11.111,87.95,20.720
2025-08-12T01:30,1.581,2.630,7.073,10.000,86.19,20.720
2025-08-12T02:00,1.579,2.345,6.903,11.765,88.39,20.720
2025-08-12T02:30,1.544,2.780,6.487,12.500,89.00,20.720
2025-08-12T03:00,1.476,2.567,6.520,10.526,85.75,20.680
2025-08-12T03:30,1.570,2.798,6.407,12.500,90.06,20.720
2025-08-12T04:00,1.549,2.567,6.463,10.000,80.56,20.720
2025-08-12T04:30,1.494,2.409,6.861,9.524,99.29,20.720
2025-08-12T05:00,1.454,2.452,6.568,10.526,94.54,20.720
2025-08-12T05:30,1.474,2.425,6.510,10.526,93.92,20.680
2025-08-12T06:00,1.438,2.246,6.667,10.000,89.71,20.680
2025-08-12T06:30,1.523,2.459,6.535,12.500,90.50,20.680
2025-08-12T07:00,1.312,2.041,6.070,10.526,89.44,20.680
2025-08-12T07:30,1.306,2.273,6.371,11.765,88.39,20.680
2025-08-12T08:00,1.271,2.424,6.187,12.500,93.75,20.680
2025-08-12T08:30,1.351,2.275,6.181,10.000,90.14,20.680
2025-08-12T09:00,1.340,2.132,5.838,10.526,86.80,20.680
2025-08-12T09:30,1.393,2.334,5.659,11.765,86.63,20.680
2025-08-12T10:00,1.284,2.674,5.401,11.111,80.91,20.680
2025-08-12T10:30,1.304,2.361,5.713,10.526,92.34,20.680
2025-08-12T11:00,1.327,2.325,5.694,12.500,92.43,20.720
2025-08-12T11:30,1.304,2.502,6.125,11.111,86.89,20.720
2025-08-12T12:00,1.277,1.988,5.943,10.526,84.34,20.720
2025-08-12T12:30,1.411,2.442,6.133,11.765,94.98,20.720
2025-08-12T13:00,1.433,2.470,6.224,10.526,87.51,20.770
2025-08-12T13:30,1.398,2.182,5.852,11.111,92.17,20.770
2025-08-12T14:00,1.367,2.422,5.327,10.526,89.88,20.770
2025-08-12T14:30,1.483,2.772,5.797,10.526,89.44,20.770
2025-08-12T15:00,1.400,2.379,5.283,10.000,91.81,20.810
2025-08-12T15:30,1.432,2.416,5.135,10.526,92.61,20.810
2025-08-12T16:00,1.380,2.214,5.329,11.765,91.02,20.810
2025-08-12T16:30,1.352,2.274,5.410,11.111,89.09,20.810
2025-08-12T17:00,1.423,2.186,5.572,10.526,94.10,20.810
2025-08-12T17:30,1.322,2.465,5.056,10.000,94.80,20.810
2025-08-12T18:00,1.288,2.169,5.128,10.526,96.03,20.810
2025-08-12T18:30,1.229,1.810,5.571,11.111,89.88,20.770
2025-08-12T19:00,1.226,1.961,5.285,11.765,85.57,20.770
2025-08-12T19:30,1.246,2.284,5.666,11.765,96.21,20.770
2025-08-12T20:00,1.273,2.899,6.038,11.765,88.74,20.720
2025-08-12T20:30,1.246,2.140,6.220,10.526,89.79,20.720
2025-08-12T21:00,1.172,1.799,6.044,11.765,91.73,20.720
2025-08-12T21:30,1.260,2.128,6.482,11.765,99.64,20.720
2025-08-12T22:00,1.210,1.974,6.654,11.111,94.10,20.680
2025-08-12T22:30,1.123,1.996,6.379,11.111,91.73,20.680
2025-08-12T23:00,1.269,1.887,7.364,10.526,94.45,20.680
2025-08-12T23:30,1.175,1.848,6.993,10.000,94.01,20.680
2025-08-13T00:00,1.268,2.092,6.951,11.111,90.85,20.680
2025-08-13T00:30,1.190,1.742,6.681,10.526,96.12,20.680
2025-08-13T01:00,1.248,1.945,7.232,12.500,96.83,20.680
2025-08-13T01:30,1.185,2.673,6.873,10.526,94.10,20.640
2025-08-13T02:00,1.105,1.759,7.246,11.111,99.90,20.640
2025-08-13T02:30,1.152,1.864,7.204,10.526,89.27,20.550
2025-08-13T03:00,1.154,2.217,6.907,10.000,92.61,20.550
2025-08-13T03:30,1.151,1.769,7.273,10.526,90.67,20.550
2025-08-13T04:00,1.294,2.231,7.267,11.111,94.10,20.550
2025-08-13T04:30,1.136,1.790,6.801,10.000,91.02,20.500
2025-08-13T05:00,1.220,1.843,7.273,11.765,92.17,20.500
2025-08-13T05:30,1.168,1.730,7.024,11.111,93.57,20.500
2025-08-13T06:00,1.133,1.885,7.031,11.111,91.99,20.590
2025-08-13T06:30,1.096,1.601,6.971,11.765,93.40,20.590
2025-08-13T07:00,1.120,1.876,6.949,10.526,98.58,20.550
2025-08-13T07:30,1.074,1.758,6.948,9.524,88.56,20.590
2025-08-13T08:00,1.176,1.900,7.085,10.526,90.23,20.590
2025-08-13T08:30,1.076,1.810,5.961,11.765,92.61,20.640
2025-08-13T09:00,1.090,1.742,5.898,10.000,88.03,20.640
2025-08-13T09:30,1.067,1.958,5.321,10.526,94.89,20.500
2025-08-13T10:00,1.158,2.129,5.766,10.000,93.92,20.770
2025-08-13T10:30,1.132,2.029,6.049,10.526,93.75,20.770
2025-08-13T11:00,1.107,2.019,5.772,11.765,97.71,20.590
2025-08-13T11:30,1.135,1.722,6.002,11.111,92.78,20.720
2025-08-13T12:00,1.090,1.854,5.587,11.111,92.61,20.810
2025-08-13T12:30,1.189,2.215,6.184,10.000,87.24,20.850
2025-08-13T13:00,1.132,2.108,5.974,10.000,89.97,20.810
2025-08-13T13:30,1.118,1.895,6.363,11.765,89.44,20.770
2025-08-13T14:00,1.031,1.590,5.975,10.000,87.42,20.810
2025-08-13T14:30,1.107,2.238,6.282,11.765,90.50,20.770
2025-08-13T15:00,1.184,2.654,5.893,11.111,92.52,20.770
2025-08-13T15:30,1.204,1.903,6.350,11.765,88.39,20.720
2025-08-13T16:00,1.230,2.011,6.535,10.000,85.84,20.680
2025-08-13T16:30,1.226,2.293,6.416,10.526,85.57,20.590
2025-08-13T17:00,1.212,1.875,6.657,9.091,91.73,20.590
2025-08-13T17:30,1.170,1.957,6.109,11.111,85.13,20.590
2025-08-13T18:00,1.274,2.280,6.948,10.526,90.85,20.640
2025-08-13T18:30,1.235,1.972,6.960,11.111,88.74,20.680
2025-08-13T19:00,1.157,1.961,6.966,11.111,95.07,20.590
2025-08-13T19:30,1.264,2.066,8.057,11.765,94.45,20.590
2025-08-13T20:00,1.173,2.318,7.377,11.111,91.55,20.590
2025-08-13T20:30,1.148,2.003,7.195,11.765,89.27,20.590
2025-08-13T21:00,1.089,1.639,7.391,11.111,93.13,20.590
2025-08-13T21:30,1.127,1.677,8.061,10.526,85.84,20.590
2025-08-13T22:00,1.124,2.094,7.852,11.111,85.92,20.590
2025-08-13T22:30,1.220,2.045,7.705,11.111,89.88,20.550
2025-08-13T23:00,1.131,1.772,6.846,11.111,87.95,20.500
2025-08-13T23:30,1.193,1.980,5.233,9.091,92.25,20.500
2025-08-14T00:00,1.186,2.102,5.077,11.765,84.52,20.500
2025-08-14T00:30,1.148,2.155,5.019,11.111,84.25,20.500
2025-08-14T01:00,1.131,1.992,5.417,11.111,89.00,20.500
2025-08-14T01:30,1.061,2.114,5.015,11.765,85.57,20.500
2025-08-14T02:00,1.158,2.273,5.512,10.000,88.12,20.500
2025-08-14T02:30,1.172,1.884,5.724,11.111,89.53,20.500
2025-08-14T03:00,1.066,1.987,5.809,11.111,90.76,20.460
2025-08-14T03:30,1.109,1.943,6.037,11.111,91.29,20.460
2025-08-14T04:00,1.047,2.232,6.341,10.526,93.75,20.500
2025-08-14T04:30,1.064,1.937,6.383,11.111,89.27,20.460
2025-08-14T05:00,1.101,1.947,6.458,10.526,91.90,20.460
2025-08-14T05:30,1.018,1.679,6.195,10.526,89.18,20.460
2025-08-14T06:00,1.033,1.853,6.032,10.526,90.76,20.460
2025-08-14T06:30,1.131,1.772,6.585,11.111,89.62,20.460
2025-08-14T07:00,1.124,1.829,6.894,11.111,88.56,20.460
2025-08-14T07:30,1.045,1.697,7.068,10.526,87.77,20.460
2025-08-14T08:00,0.974,1.650,6.313,11.111,85.05,20.460
