Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
2025-01-01T00:00,0.704,1.321,4.121,7.143,101.48,25.560
2025-01-01T00:30,0.714,1.272,4.305,5.714,105.09,25.560
2025-01-01T01:00,0.728,1.280,4.684,7.143,105.00,25.520
2025-01-01T01:30,0.714,1.234,4.425,7.143,104.21,25.520
2025-01-01T02:00,0.682,1.234,4.252,6.250,99.81,25.520
2025-01-01T02:30,0.699,1.167,4.139,6.452,103.07,25.520
2025-01-01T03:00,0.693,1.071,3.862,6.061,101.40,25.470
2025-01-01T03:30,0.685,1.224,3.933,5.882,105.09,25.470
2025-01-01T04:00,0.686,1.225,3.801,5.714,99.81,25.470
2025-01-01T04:30,0.708,1.317,3.704,6.667,102.63,25.470
2025-01-01T05:00,0.717,1.305,3.858,6.667,106.50,25.470
2025-01-01T05:30,0.708,1.269,3.849,5.556,108.43,25.520
2025-01-01T06:00,0.682,1.148,3.941,5.714,114.06,25.470
2025-01-01T06:30,0.656,1.157,3.799,6.250,105.79,25.470
2025-01-01T07:00,0.684,1.211,3.837,5.714,109.04,25.470
2025-01-01T07:30,0.651,1.139,3.640,5.263,111.42,25.520
2025-01-01T08:00,0.719,1.292,3.776,5.405,100.87,25.560
2025-01-01T08:30,0.715,1.171,3.845,5.882,122.76,25.560
2025-01-01T09:00,0.723,1.366,3.838,5.882,105.62,25.660
2025-01-01T09:30,0.738,1.194,4.179,5.882,100.34,25.700
2025-01-01T10:00,0.738,1.223,4.176,6.061,111.42,25.700
2025-01-01T10:30,0.784,1.803,4.043,6.061,109.13,25.800
2025-01-01T11:00,0.777,1.323,4.024,5.882,100.25,25.750
2025-01-01T11:30,0.807,1.325,3.917,6.250,104.82,25.800
2025-01-01T12:00,0.822,1.480,3.892,6.897,105.35,25.800
2025-01-01T12:30,0.880,1.427,4.198,6.061,105.97,25.800
2025-01-01T13:00,0.967,1.533,4.309,6.452,103.33,25.800
2025-01-01T13:30,0.930,1.695,4.151,6.061,101.57,25.800
2025-01-01T14:00,0.967,1.703,3.758,5.882,102.10,25.840
2025-01-01T14:30,1.030,1.678,3.778,6.452,103.15,25.800
2025-01-01T15:00,1.158,2.118,4.028,6.897,102.10,25.840
2025-01-01T15:30,1.113,1.798,4.015,6.897,98.06,25.800
2025-01-01T16:00,1.183,2.051,4.276,6.667,103.07,25.840
2025-01-01T16:30,1.121,2.256,4.051,6.897,98.23,25.800
2025-01-01T17:00,1.202,2.042,4.241,6.667,105.44,25.800
2025-01-01T17:30,1.216,1.995,4.346,6.897,108.08,25.800
2025-01-01T18:00,1.163,1.970,4.454,6.452,108.17,25.800
2025-01-01T18:30,1.203,2.388,4.515,6.667,104.65,25.800
2025-01-01T19:00,1.137,2.006,4.406,6.897,109.84,25.800
2025-01-01T19:30,1.234,1.862,4.558,6.897,101.48,25.800
2025-01-01T20:00,1.246,2.038,4.638,7.407,102.98,25.750
2025-01-01T20:30,1.179,2.505,4.480,6.897,105.70,25.750
2025-01-01T21:00,1.145,1.983,4.410,6.897,108.52,25.750
2025-01-01T21:30,1.172,1.735,4.541,6.667,101.84,25.750
2025-01-01T22:00,1.178,1.972,4.643,6.667,97.70,25.750
2025-01-01T22:30,1.129,1.769,4.528,6.061,95.59,25.750
2025-01-01T23:00,1.103,2.125,4.474,6.667,94.19,25.750
2025-01-01T23:30,1.183,1.933,4.571,6.667,101.92,25.750
2025-01-02T00:00,1.132,2.020,4.615,6.897,95.95,25.750
2025-01-02T00:30,1.121,1.874,4.448,6.897,105.18,25.750
2025-01-02T01:00,1.188,1.870,4.596,7.143,102.19,25.750
2025-01-02T01:30,1.205,1.857,4.747,7.143,97.97,25.750
2025-01-02T02:00,1.211,1.961,4.818,6.452,97.35,25.750
2025-01-02T02:30,1.193,2.124,4.850,7.143,95.59,25.750
2025-01-02T03:00,1.189,1.980,4.741,7.143,95.68,25.750
2025-01-02T03:30,1.184,2.060,4.553,6.897,87.15,25.750
2025-01-02T04:00,1.209,2.155,4.470,7.143,91.64,25.750
2025-01-02T04:30,1.170,1.963,4.447,6.667,87.42,25.750
2025-01-02T05:00,1.170,2.034,4.780,6.897,95.33,25.750
2025-01-02T05:30,1.190,2.153,4.652,6.897,94.54,25.700
2025-01-02T06:00,1.204,1.984,4.075,6.452,95.42,25.700
2025-01-02T06:30,1.271,2.019,4.500,5.882,96.12,25.700
2025-01-02T07:00,1.277,2.370,4.990,6.897,93.92,25.750
2025-01-02T07:30,1.262,2.151,4.819,6.061,86.63,25.700
2025-01-02T08:00,1.201,1.919,4.777,7.407,83.73,25.750
2025-01-02T08:30,1.241,2.389,4.596,8.000,93.31,25.750
2025-01-02T09:00,1.165,2.090,4.287,7.692,78.71,25.800
2025-01-02T09:30,1.162,1.939,4.378,6.452,85.31,25.800
2025-01-02T10:00,1.221,2.425,4.398,8.000,81.79,25.800
2025-01-02T10:30,1.261,1.959,4.479,6.452,80.12,25.800
2025-01-02T11:00,1.161,2.371,4.282,7.692,76.34,25.800
2025-01-02T11:30,1.202,2.084,4.570,7.692,78.80,25.840
2025-01-02T12:00,1.185,1.884,4.220,7.692,85.31,25.840
2025-01-02T12:30,1.280,2.756,4.334,6.452,89.97,25.840
2025-01-02T13:00,1.200,1.829,4.151,7.407,78.28,25.840
2025-01-02T13:30,1.245,2.227,4.080,7.692,78.01,25.840
2025-01-02T14:00,1.217,2.119,4.110,7.143,79.24,25.840
2025-01-02T14:30,1.260,2.558,4.138,7.692,78.54,25.840
2025-01-02T15:00,1.261,2.286,4.226,8.000,78.71,25.840
2025-01-02T15:30,1.193,1.887,4.106,6.452,80.91,25.840
2025-01-02T16:00,1.160,1.975,4.119,7.692,78.80,25.840
2025-01-02T16:30,1.180,2.299,3.989,6.452,94.19,25.840
2025-01-02T17:00,1.197,2.319,3.919,7.692,97.18,25.840
2025-01-02T17:30,1.196,2.264,3.908,5.128,95.77,25.840
2025-01-02T18:00,1.256,2.112,4.009,7.143,86.36,25.840
2025-01-02T18:30,1.312,2.599,4.128,5.263,102.28,25.840
2025-01-02T19:00,1.268,2.021,4.066,5.405,95.68,25.840
2025-01-02T19:30,1.258,2.151,4.157,5.714,103.68,25.840
2025-01-02T20:00,1.270,2.125,4.104,5.405,102.19,25.840
2025-01-02T20:30,1.295,2.092,4.079,6.061,104.21,25.840
2025-01-02T21:00,1.226,2.065,4.179,5.882,103.33,25.840
2025-01-02T21:30,1.183,2.018,4.000,5.556,103.59,25.890
2025-01-02T22:00,1.190,2.092,4.061,5.556,104.91,25.890
2025-01-02T22:30,1.193,2.042,4.047,5.714,97.79,25.940
2025-01-02T23:00,1.153,1.799,3.882,6.061,96.56,25.940
2025-01-02T23:30,1.223,1.966,4.108,5.882,96.56,25.940
2025-01-03T00:00,1.278,2.019,4.249,6.250,93.57,25.990
2025-01-03T00:30,1.347,2.153,4.237,6.250,99.37,25.990
2025-01-03T01:00,1.387,2.191,4.436,5.556,80.91,25.990
2025-01-03T01:30,1.478,2.278,4.389,6.667,88.65,25.990
2025-01-03T02:00,1.510,2.470,4.632,6.061,91.73,25.990
2025-01-03T02:30,1.393,2.294,4.425,6.061,87.15,26.030
2025-01-03T03:00,1.474,2.686,4.634,6.667,87.77,25.990
2025-01-03T03:30,1.334,2.097,4.437,6.897,80.30,25.990
2025-01-03T04:00,1.405,2.407,4.809,6.667,88.39,25.990
2025-01-03T04:30,1.380,1.975,4.767,6.250,86.54,25.990
2025-01-03T05:00,1.360,2.028,4.635,6.250,92.43,25.990
2025-01-03T05:30,1.427,2.385,4.752,6.897,79.68,25.990
2025-01-03T06:00,1.464,2.370,4.919,6.897,81.88,25.990
2025-01-03T06:30,1.486,2.616,4.809,6.452,80.56,25.990
2025-01-03T07:00,1.528,2.813,4.748,7.407,78.45,25.990
2025-01-03T07:30,1.617,2.704,4.876,7.407,77.04,26.030
2025-01-03T08:00,1.641,2.891,5.108,7.407,77.40,25.990
2025-01-03T08:30,1.555,3.027,4.668,7.143,77.22,26.080
2025-01-03T09:00,1.593,2.552,5.152,7.143,83.29,26.080
2025-01-03T09:30,1.602,3.160,4.801,7.143,81.88,26.080
2025-01-03T10:00,1.609,2.914,5.033,6.667,79.86,26.080
2025-01-03T10:30,1.603,2.679,5.066,7.143,81.70,26.130
2025-01-03T11:00,1.452,2.683,4.668,7.407,87.42,26.170
2025-01-03T11:30,1.600,2.710,4.936,7.407,88.03,26.170
2025-01-03T12:00,1.408,2.391,4.605,7.692,84.08,26.170
2025-01-03T12:30,1.506,2.522,4.405,7.407,81.00,26.170
2025-01-03T13:00,1.490,2.477,4.562,7.143,82.50,26.220
2025-01-03T13:30,1.436,2.431,4.591,6.250,91.29,26.220
2025-01-03T14:00,1.614,2.926,4.726,7.692,87.95,26.220
2025-01-03T14:30,1.511,2.505,4.540,6.897,81.70,26.220
2025-01-03T15:00,1.497,2.370,4.567,7.692,81.44,26.220
2025-01-03T15:30,1.593,2.763,4.718,7.407,85.13,26.220
2025-01-03T16:00,1.504,2.577,4.502,7.407,87.33,26.220
2025-01-03T16:30,1.526,3.188,4.568,6.897,82.93,26.220
2025-01-03T17:00,1.517,2.680,4.617,7.692,81.79,26.220
2025-01-03T17:30,1.466,2.429,4.529,7.407,87.15,26.220
2025-01-03T18:00,1.525,2.594,4.630,6.667,89.09,26.170
2025-01-03T18:30,1.481,2.557,4.808,7.407,89.18,26.170
2025-01-03T19:00,1.488,2.786,4.762,7.407,87.42,26.170
2025-01-03T19:30,1.597,2.888,4.716,7.407,89.79,26.170
2025-01-03T20:00,1.655,2.902,4.813,7.143,92.60,26.170
2025-01-03T20:30,1.559,2.663,4.537,6.250,93.75,26.170
2025-01-03T21:00,1.731,2.753,5.044,6.897,88.74,26.130
2025-01-03T21:30,1.679,2.933,4.764,7.407,92.08,26.130
2025-01-03T22:00,1.710,2.495,4.986,7.143,88.03,26.080
2025-01-03T22:30,1.806,3.634,5.016,6.667,92.52,26.080
2025-01-03T23:00,1.970,3.831,5.127,7.692,94.98,26.080
2025-01-03T23:30,1.878,3.122,5.110,6.897,98.06,26.080
2025-01-04T00:00,1.909,3.058,5.061,8.333,90.67,26.030
2025-01-04T00:30,1.963,3.478,5.457,7.407,90.93,25.990
2025-01-04T01:00,1.912,3.647,5.338,6.897,89.00,25.990
2025-01-04T01:30,1.874,3.427,5.176,7.407,93.40,25.990
2025-01-04T02:00,1.930,3.223,5.256,7.692,97.53,25.990
2025-01-04T02:30,1.867,3.534,5.279,8.000,90.41,25.990
2025-01-04T03:00,1.815,2.893,5.004,8.000,93.92,25.990
2025-01-04T03:30,1.869,3.486,5.167,8.333,96.47,25.990
2025-01-04T04:00,1.720,2.848,5.064,8.000,101.40,25.990
2025-01-04T04:30,1.703,2.682,5.026,8.000,89.62,25.990
2025-01-04T05:00,1.607,2.538,5.075,7.143,88.21,25.990
2025-01-04T05:30,1.634,2.998,5.089,8.333,92.52,25.940
2025-01-04T06:00,1.616,2.666,5.245,8.333,86.28,25.940
2025-01-04T06:30,1.605,2.752,5.285,8.333,91.64,25.990
2025-01-04T07:00,1.560,2.619,5.034,8.000,92.96,25.990
2025-01-04T07:30,1.454,2.713,4.917,8.333,106.41,25.990
2025-01-04T08:00,1.405,2.315,5.008,7.407,80.12,25.990
2025-01-04T08:30,1.375,2.325,5.192,8.333,86.63,25.990
2025-01-04T09:00,1.436,2.249,5.211,8.000,93.40,25.990
2025-01-04T09:30,1.293,2.384,4.898,7.692,97.70,25.940
2025-01-04T10:00,1.337,2.122,4.784,7.692,102.19,25.990
2025-01-04T10:30,1.433,2.324,4.622,7.692,92.60,25.940
2025-01-04T11:00,1.439,2.597,4.804,8.000,86.19,25.940
2025-01-04T11:30,1.402,3.033,4.903,8.000,88.30,25.940
2025-01-04T12:00,1.390,2.505,4.456,8.000,85.13,25.940
2025-01-04T12:30,1.384,2.765,4.496,8.333,80.39,25.990
2025-01-04T13:00,1.464,2.345,4.582,6.667,89.62,25.990
2025-01-04T13:30,1.428,2.482,4.533,8.000,87.24,25.990
2025-01-04T14:00,1.415,2.370,4.416,8.000,84.34,25.940
2025-01-04T14:30,1.534,2.672,4.600,8.000,87.77,25.990
2025-01-04T15:00,1.497,2.210,4.648,7.407,86.63,25.990
2025-01-04T15:30,1.483,2.648,4.649,7.143,85.22,25.990
2025-01-04T16:00,1.527,2.728,4.820,8.000,83.37,25.990
2025-01-04T16:30,1.584,2.491,5.022,7.407,85.75,25.990
2025-01-04T17:00,1.458,2.206,4.696,7.692,84.96,25.990
2025-01-04T17:30,1.430,2.405,4.639,7.692,90.50,25.990
2025-01-04T18:00,1.480,2.563,4.715,6.250,83.73,25.990
2025-01-04T18:30,1.374,2.537,4.661,7.407,80.56,25.990
2025-01-04T19:00,1.382,2.302,4.678,8.000,86.54,25.990
2025-01-04T19:30,1.435,2.321,5.153,6.897,86.19,25.940
2025-01-04T20:00,1.426,2.460,4.968,7.692,76.60,25.940
2025-01-04T20:30,1.346,2.586,4.688,7.692,81.26,25.940
2025-01-04T21:00,1.233,2.048,4.660,7.692,83.99,25.940
2025-01-04T21:30,1.264,2.016,4.742,7.692,86.63,25.940
2025-01-04T22:00,1.166,2.089,4.752,7.692,86.71,25.940
2025-01-04T22:30,1.185,1.942,4.731,8.000,79.42,25.890
2025-01-04T23:00,1.282,2.336,5.204,7.407,86.01,25.890
2025-01-04T23:30,1.253,2.149,4.894,7.407,77.48,25.840
2025-01-05T00:00,1.242,2.167,4.906,7.692,79.51,25.840
2025-01-05T00:30,1.096,2.252,4.848,7.407,66.06,25.840
2025-01-05T01:00,1.144,1.922,5.048,7.407,79.33,25.800
2025-01-05T01:30,1.162,2.152,5.261,7.407,78.63,25.800
2025-01-05T02:00,1.142,1.837,5.447,7.407,81.88,25.800
2025-01-05T02:30,1.153,1.739,5.720,7.143,73.18,25.800
2025-01-05T03:00,1.150,2.234,5.569,7.143,80.30,25.800
2025-01-05T03:30,1.152,2.038,5.810,7.143,74.23,25.750
2025-01-05T04:00,1.170,1.923,5.828,7.143,82.41,25.750
2025-01-05T04:30,1.173,1.820,5.715,7.407,82.76,25.750
2025-01-05T05:00,1.095,1.917,5.671,7.143,82.41,25.750
2025-01-05T05:30,1.101,1.984,5.710,7.143,80.47,25.700
2025-01-05T06:00,1.132,1.849,5.629,6.452,87.42,25.750
2025-01-05T06:30,1.217,1.955,5.630,6.897,82.32,25.700
2025-01-05T07:00,1.179,2.249,5.688,6.897,83.11,25.700
2025-01-05T07:30,1.101,2.079,5.163,7.143,80.47,25.750
2025-01-05T08:00,1.132,2.170,5.053,6.897,76.96,25.840
2025-01-05T08:30,1.129,2.058,5.075,7.407,83.37,25.840
2025-01-05T09:00,1.159,1.952,5.066,6.897,81.44,25.840
2025-01-05T09:30,1.088,1.814,4.467,6.452,76.96,25.890
2025-01-05T10:00,1.161,2.047,4.941,7.407,81.00,25.940
2025-01-05T10:30,1.132,1.970,4.849,7.143,75.64,25.940
2025-01-05T11:00,1.090,1.669,4.979,6.897,85.04,26.080
2025-01-05T11:30,1.123,1.805,4.942,6.897,83.64,26.130
2025-01-05T12:00,1.086,1.681,4.774,6.667,83.37,26.170
2025-01-05T12:30,1.069,1.836,4.764,6.667,89.26,26.320
2025-01-05T13:00,1.103,1.974,4.811,6.452,88.30,26.320
2025-01-05T13:30,1.033,1.841,4.651,6.897,77.75,26.360
2025-01-05T14:00,1.071,1.905,4.760,7.143,76.52,26.320
2025-01-05T14:30,1.050,1.840,4.822,7.692,76.78,26.360
2025-01-05T15:00,0.991,1.716,4.437,7.692,89.88,26.460
2025-01-05T15:30,1.009,1.926,4.880,7.143,74.93,26.360
2025-01-05T16:00,0.999,1.625,4.603,7.407,76.52,26.320
2025-01-05T16:30,1.011,1.776,4.812,7.143,78.54,26.320
2025-01-05T17:00,0.970,1.821,4.788,7.692,84.52,26.320
2025-01-05T17:30,0.962,1.574,4.683,7.143,81.53,26.320
2025-01-05T18:00,1.021,1.849,4.893,6.897,81.97,26.270
2025-01-05T18:30,0.998,1.797,4.915,7.143,83.29,26.220
2025-01-05T19:00,0.940,1.527,4.698,7.407,80.21,26.220
2025-01-05T19:30,0.924,1.762,4.609,6.667,90.93,26.220
2025-01-05T20:00,0.954,1.467,5.100,7.143,82.32,26.170
2025-01-05T20:30,0.904,1.633,4.398,7.143,75.20,26.170
2025-01-05T21:00,0.917,1.408,4.689,8.000,79.77,26.130
2025-01-05T21:30,0.930,1.480,4.994,7.143,79.15,26.130
2025-01-05T22:00,0.959,1.592,4.914,7.143,78.63,26.030
2025-01-05T22:30,0.923,1.716,4.979,7.407,76.96,26.080
2025-01-05T23:00,0.910,1.448,5.139,7.143,84.60,26.080
2025-01-05T23:30,0.980,1.888,5.359,15.385,114.76,26.080
2025-01-06T00:00,1.016,1.812,5.107,7.143,72.21,26.080
2025-01-06T00:30,1.022,1.796,4.994,7.407,70.10,26.080
2025-01-06T01:00,1.024,1.894,5.089,7.143,67.99,26.030
2025-01-06T01:30,0.967,1.550,5.034,6.667,67.02,26.030
2025-01-06T02:00,1.011,1.550,5.201,15.385,112.82,26.030
2025-01-06T02:30,1.041,1.600,5.396,7.143,73.09,25.990
2025-01-06T03:00,1.040,1.703,5.153,6.897,69.40,25.990
2025-01-06T03:30,1.037,1.840,5.449,7.143,68.69,25.940
2025-01-06T04:00,1.062,1.892,5.184,7.143,66.41,25.990
2025-01-06T04:30,1.029,2.140,5.031,6.667,61.92,25.940
2025-01-06T05:00,1.048,2.199,5.178,7.143,69.40,25.940
2025-01-06T05:30,1.008,1.722,5.420,6.452,69.48,25.940
2025-01-06T06:00,1.058,1.826,5.243,6.897,73.00,25.940
2025-01-06T06:30,1.009,1.517,5.418,7.143,69.75,25.940
2025-01-06T07:00,0.944,1.485,5.270,6.667,77.48,25.990
2025-01-06T07:30,0.949,1.843,5.122,6.897,70.54,26.080
2025-01-06T08:00,0.951,1.771,5.091,7.143,67.20,26.080
2025-01-06T08:30,0.901,1.498,4.801,7.143,74.06,26.130
2025-01-06T09:00,0.847,1.664,4.698,6.452,74.67,26.170
2025-01-06T09:30,0.930,1.405,4.953,6.452,80.12,26.220
2025-01-06T10:00,0.970,1.651,5.109,6.452,80.21,26.220
2025-01-06T10:30,0.909,1.386,4.714,6.452,82.41,26.320
2025-01-06T11:00,0.935,1.635,4.807,6.667,86.98,26.360
2025-01-06T11:30,0.896,1.458,4.768,6.897,68.52,26.460
2025-01-06T12:00,0.954,1.350,5.029,6.452,71.77,26.510
2025-01-06T12:30,0.922,1.513,4.578,6.667,75.55,26.550
2025-01-06T13:00,0.932,1.562,4.433,7.143,75.90,26.600
2025-01-06T13:30,0.915,1.492,4.474,7.407,80.91,26.600
2025-01-06T14:00,0.923,1.553,4.576,6.452,76.08,26.550
2025-01-06T14:30,0.945,1.500,4.748,6.897,78.45,26.600
2025-01-06T15:00,0.975,1.903,4.911,6.897,70.80,26.600
2025-01-06T15:30,0.919,1.465,4.780,7.407,75.73,26.600
2025-01-06T16:00,0.987,1.504,4.699,6.897,76.17,26.600
2025-01-06T16:30,1.013,2.098,4.538,6.452,79.95,26.550
2025-01-06T17:00,0.979,1.523,4.737,7.143,82.23,26.550
2025-01-06T17:30,0.952,1.577,4.509,7.143,80.82,26.550
2025-01-06T18:00,0.898,1.449,4.524,7.143,79.68,26.550
2025-01-06T18:30,0.920,1.437,4.566,6.897,81.79,26.600
2025-01-06T19:00,0.853,1.523,4.441,6.897,76.96,26.550
2025-01-06T19:30,0.882,1.496,4.786,6.667,72.74,26.510
2025-01-06T20:00,0.880,1.853,4.593,7.407,74.76,26.510
2025-01-06T20:30,0.856,1.400,4.563,7.143,76.43,26.550
2025-01-06T21:00,0.856,1.484,4.768,6.897,86.98,26.510
2025-01-06T21:30,0.777,1.358,4.538,6.897,78.54,26.460
2025-01-06T22:00,0.745,1.339,4.274,7.143,79.07,26.410
2025-01-06T22:30,0.819,1.327,4.485,7.143,82.23,26.360
2025-01-06T23:00,0.788,1.279,4.825,6.897,86.28,26.360
2025-01-06T23:30,0.755,1.294,4.666,6.897,88.12,26.320
2025-01-07T00:00,0.762,1.343,5.215,6.667,78.80,26.220
2025-01-07T00:30,0.759,1.258,5.309,6.667,77.04,26.220
2025-01-07T01:00,0.717,1.116,5.207,6.667,74.85,26.170
2025-01-07T01:30,0.724,1.294,5.352,6.897,78.63,26.170
2025-01-07T02:00,0.727,1.183,5.540,6.897,73.26,26.130
2025-01-07T02:30,0.726,1.212,5.671,6.667,73.18,26.130
2025-01-07T03:00,0.720,1.141,5.847,6.667,79.15,26.080
2025-01-07T03:30,0.738,1.254,5.740,6.897,71.68,26.080
2025-01-07T04:00,0.724,1.069,5.468,7.143,77.13,26.080
2025-01-07T04:30,0.766,1.154,5.770,7.143,72.91,26.080
2025-01-07T05:00,0.744,1.136,5.367,6.667,78.80,26.080
2025-01-07T05:30,0.734,1.135,5.334,6.452,70.19,26.080
2025-01-07T06:00,0.731,1.174,5.240,6.667,75.29,26.080
2025-01-07T06:30,0.774,1.117,5.650,7.143,68.87,26.080
2025-01-07T07:00,0.791,1.290,5.600,7.143,77.84,26.080
2025-01-07T07:30,0.798,1.536,5.500,7.692,74.58,26.130
2025-01-07T08:00,0.753,1.222,5.384,6.452,76.17,26.220
2025-01-07T08:30,0.719,1.161,5.356,7.143,74.06,26.270
2025-01-07T09:00,0.762,1.175,5.735,6.452,82.23,26.410
2025-01-07T09:30,0.751,1.426,5.627,6.667,82.41,26.510
2025-01-07T10:00,0.722,1.328,5.223,7.143,83.73,26.510
2025-01-07T10:30,0.727,1.273,4.867,6.897,82.67,26.600
2025-01-07T11:00,0.782,1.488,4.724,7.143,78.98,26.550
2025-01-07T11:30,0.765,1.393,4.663,7.692,82.50,26.600
2025-01-07T12:00,0.799,1.280,4.691,7.143,78.01,26.700
2025-01-07T12:30,0.743,1.250,4.174,6.667,76.87,26.700
2025-01-07T13:00,0.758,1.649,4.206,6.897,76.52,26.650
2025-01-07T13:30,0.843,1.421,4.253,7.407,71.77,26.600
2025-01-07T14:00,0.864,1.610,4.520,6.452,73.79,26.600
2025-01-07T14:30,0.867,1.535,4.399,7.143,67.11,26.600
2025-01-07T15:00,0.893,1.624,4.459,7.407,69.75,26.650
2025-01-07T15:30,0.964,1.484,4.379,7.143,71.95,26.700
2025-01-07T16:00,0.914,1.626,4.321,7.143,76.17,26.700
2025-01-07T16:30,0.909,1.770,4.415,7.143,70.80,26.700
2025-01-07T17:00,0.886,1.256,4.564,7.143,69.04,26.700
2025-01-07T17:30,0.883,1.437,4.314,6.897,82.41,26.700
2025-01-07T18:00,0.845,1.387,4.159,7.143,78.01,26.650
2025-01-07T18:30,0.851,1.402,4.149,7.143,84.34,26.600
2025-01-07T19:00,0.828,1.355,4.053,6.897,75.46,26.600
2025-01-07T19:30,0.843,1.328,4.129,6.667,79.07,26.600
2025-01-07T20:00,0.809,1.457,3.917,7.692,74.14,26.550
2025-01-07T20:30,0.815,1.602,4.130,7.692,70.19,26.550
2025-01-07T21:00,0.804,1.228,4.267,7.143,82.58,26.550
2025-01-07T21:30,0.815,1.360,4.218,7.143,82.85,26.550
2025-01-07T22:00,0.764,1.262,4.069,7.407,88.30,26.510
2025-01-07T22:30,0.773,1.421,4.009,6.452,80.82,26.460
2025-01-07T23:00,0.774,1.169,4.077,6.897,86.01,26.460
2025-01-07T23:30,0.752,1.321,4.113,7.143,76.69,26.460
2025-01-08T00:00,0.777,1.349,4.211,6.452,72.47,26.360
2025-01-08T00:30,0.750,1.412,4.307,7.407,69.31,26.360
2025-01-08T01:00,0.715,1.141,4.031,6.897,74.14,26.360
2025-01-08T01:30,0.772,1.363,4.169,6.452,66.14,26.360
2025-01-08T02:00,0.767,1.115,4.483,6.667,62.89,26.360
2025-01-08T02:30,0.781,1.319,4.473,6.667,67.20,26.360
2025-01-08T03:00,0.784,1.464,4.564,6.452,74.93,26.360
2025-01-08T03:30,0.810,1.330,4.683,6.452,71.68,26.320
2025-01-08T04:00,0.855,1.215,4.632,6.452,66.67,26.320
2025-01-08T04:30,0.845,1.586,4.302,6.667,76.34,26.320
2025-01-08T05:00,0.847,1.552,4.758,6.667,68.87,26.220
2025-01-08T05:30,0.799,1.391,4.791,6.667,67.29,26.220
2025-01-08T06:00,0.824,1.301,4.965,6.667,73.44,26.220
2025-01-08T06:30,0.792,1.200,4.963,6.452,75.99,26.270
2025-01-08T07:00,0.775,1.172,4.965,7.143,75.90,26.360
2025-01-08T07:30,0.765,1.140,5.050,6.452,78.54,26.360
2025-01-08T08:00,0.749,1.139,4.930,6.897,86.71,26.360
2025-01-08T08:30,0.731,1.242,4.982,6.897,74.93,26.460
2025-01-08T09:00,0.690,1.194,5.190,6.667,75.90,26.550
2025-01-08T09:30,0.722,1.236,5.208,6.667,79.24,26.550
2025-01-08T10:00,0.714,1.199,4.782,6.667,82.93,26.650
2025-01-08T10:30,0.671,1.199,4.659,7.407,85.31,26.600
2025-01-08T11:00,0.667,1.321,4.473,7.143,84.17,26.650
2025-01-08T11:30,0.659,1.235,4.684,7.407,88.65,26.700
2025-01-08T12:00,0.689,1.270,4.679,6.667,79.95,26.600
2025-01-08T12:30,0.660,1.313,4.472,7.143,89.97,26.890
2025-01-08T13:00,0.691,1.127,4.401,6.897,69.75,26.840
2025-01-08T13:30,0.757,1.226,4.496,6.667,82.85,26.840
2025-01-08T14:00,0.703,1.456,3.984,6.061,70.80,26.840
2025-01-08T14:30,0.765,1.188,4.297,6.667,83.29,26.700
2025-01-08T15:00,0.762,1.467,3.872,6.667,80.91,26.650
2025-01-08T15:30,0.770,1.341,3.853,6.897,78.19,26.650
2025-01-08T16:00,0.778,1.439,3.830,6.452,75.20,26.600
2025-01-08T16:30,0.767,1.160,3.671,6.452,73.70,26.600
2025-01-08T17:00,0.769,1.209,3.656,6.452,85.48,26.550
2025-01-08T17:30,0.804,1.376,3.789,6.667,82.41,26.460
2025-01-08T18:00,0.764,1.548,3.599,6.897,73.00,26.460
2025-01-08T18:30,0.814,1.342,3.850,6.667,85.40,26.360
2025-01-08T19:00,0.737,1.191,3.615,6.897,79.33,26.410
2025-01-08T19:30,0.726,1.351,3.715,6.667,78.80,26.460
2025-01-08T20:00,0.731,1.271,3.870,6.250,77.66,26.460
2025-01-08T20:30,0.711,1.268,4.029,6.667,114.76,26.360
2025-01-08T21:00,0.689,1.110,3.950,6.250,82.32,26.360
2025-01-08T21:30,0.712,1.227,4.128,6.667,83.64,26.270
2025-01-08T22:00,0.653,1.050,4.269,6.452,81.09,26.170
2025-01-08T22:30,0.649,1.127,4.596,6.667,83.99,26.080
2025-01-08T23:00,0.649,1.190,4.852,6.897,81.44,26.080
2025-01-08T23:30,0.646,1.092,4.831,8.696,78.45,26.080
2025-01-09T00:00,0.669,1.098,5.081,6.452,77.22,26.080
2025-01-09T00:30,0.644,1.131,5.197,9.091,112.30,26.030
2025-01-09T01:00,0.669,1.083,5.531,6.250,85.04,25.990
2025-01-09T01:30,0.657,1.320,5.455,6.061,99.99,26.030
2025-01-09T02:00,0.655,0.929,5.545,6.897,72.30,26.080
2025-01-09T02:30,0.699,1.166,5.559,6.452,73.53,26.130
2025-01-09T03:00,0.679,1.105,5.370,8.333,108.96,26.080
2025-01-09T03:30,0.668,1.184,5.271,10.526,121.18,26.080
2025-01-09T04:00,0.700,1.140,5.120,6.452,76.96,26.030
2025-01-09T04:30,0.686,1.507,5.067,6.061,77.22,25.990
2025-01-09T05:00,0.715,1.148,4.959,8.000,113.35,25.990
2025-01-09T05:30,0.699,1.237,4.831,5.714,84.87,25.940
2025-01-09T06:00,0.752,1.285,4.883,6.667,76.17,25.940
2025-01-09T06:30,0.727,1.202,4.845,6.452,76.43,25.940
